,current_price,std_dev,average,upper,lower,BUSD,BTC,total_balance,action
2021-10-25 11:05:00,62722.99,80.30579,62707.062,62867.674087524414,62546.450912475586,1000023.2511999997,10.0,1627253.1511999997,NoTrade
2021-10-25 11:10:00,62796.29,82.41265,62712.625,62877.45030212402,62547.79969787598,1000023.2511999997,10.0,1627986.1511999997,NoTrade
2021-10-25 11:15:00,62837.04,85.7931,62715.71,62887.297134399414,62544.124740600586,1000023.2511999997,10.0,1628393.6511999997,NoTrade
2021-10-25 11:20:00,63030.85,109.50655,62728.562,62947.575607299805,62509.549392700195,1000653.5596999998,9.99,1630331.7511999998,OopenSELL
2021-10-25 11:25:00,63184.52,147.44527,62747.586,63042.476470947266,62452.695404052734,1000653.5596999998,9.99,1631866.9144999997,NoTrade
2021-10-25 11:30:00,62963.18,154.53519,62756.0,63065.070373535156,62446.929626464844,1000653.5596999998,9.99,1629655.7278999998,NoTrade
2021-10-25 11:35:00,63070.0,168.7925,62772.97,63110.55374145508,62435.38375854492,1000653.5596999998,9.99,1630722.8597,NoTrade
2021-10-25 11:40:00,62885.12,170.23311,62780.6,63121.067779541016,62440.135345458984,1000653.5596999998,9.99,1628875.9085,NoTrade
2021-10-25 11:45:00,62769.16,168.36,62785.582,63122.3020324707,62448.8620300293,1000025.8680999997,10.0,1627717.4680999997,CloseSELL
2021-10-25 11:50:00,62819.99,168.36009,62788.855,63125.57565307617,62452.13528442383,1000025.8680999997,10.0,1628225.7680999998,NoTrade
2021-10-25 11:55:00,62755.92,168.11884,62789.8,63126.03845214844,62453.56311035156,1000025.8680999997,10.0,1627585.0680999998,NoTrade
2021-10-25 12:00:00,62768.69,166.1509,62794.49,63126.79006958008,62462.18649291992,1000025.8680999997,10.0,1627712.7680999998,NoTrade
2021-10-25 12:05:00,62906.62,163.67445,62808.04,63135.3879699707,62480.6901550293,1000025.8680999997,10.0,1629092.0680999998,NoTrade
2021-10-25 12:10:00,62914.0,159.48083,62822.57,63141.531982421875,62503.608642578125,1000025.8680999997,10.0,1629165.8680999996,NoTrade
2021-10-25 12:15:00,62818.04,146.24379,62836.24,63128.7258605957,62543.7507019043,1000025.8680999997,10.0,1628206.2680999998,NoTrade
2021-10-25 12:20:00,62826.54,125.37495,62852.207,63102.95692443848,62601.45713806152,1000025.8680999997,10.0,1628291.2680999998,NoTrade
2021-10-25 12:25:00,62918.11,118.829025,62864.617,63102.27523803711,62626.95913696289,1000025.8680999997,10.0,1629206.9680999997,NoTrade
2021-10-25 12:30:00,62977.1,116.45192,62877.414,63110.31790161133,62644.51022338867,1000025.8680999997,10.0,1629796.8680999996,NoTrade
2021-10-25 12:35:00,62927.75,114.37446,62885.156,63113.90516662598,62656.40733337402,1000025.8680999997,10.0,1629303.3680999996,NoTrade
2021-10-25 12:40:00,62867.67,113.206184,62887.977,63114.388931274414,62661.564193725586,1000025.8680999997,10.0,1628702.5680999998,NoTrade
2021-10-25 12:45:00,62795.59,108.941055,62891.605,63109.4875793457,62673.7233581543,1000025.8680999997,10.0,1627981.7680999995,NoTrade
2021-10-25 12:50:00,62695.16,115.403206,62886.55,63117.357192993164,62655.744369506836,1000025.8680999997,10.0,1626977.4680999997,NoTrade
2021-10-25 12:55:00,62724.31,120.33166,62880.914,63121.577377319336,62640.250747680664,1000025.8680999997,10.0,1627268.9680999997,NoTrade
2021-10-25 13:00:00,62681.11,122.66221,62863.426,63108.75019836426,62618.10136413574,1000025.8680999997,10.0,1626836.9680999997,NoTrade
2021-10-25 13:05:00,62604.85,111.32899,62834.445,63057.103286743164,62611.787338256836,999399.8195999997,10.01,1626074.3680999996,OpenBUY
2021-10-25 13:10:00,62777.77,107.8897,62825.176,63040.95518493652,62609.39637756348,1000027.5972999997,10.0,1627805.2972999997,CloseBUY
2021-10-25 13:15:00,62925.85,95.3838,62817.97,63008.73634338379,62627.20115661621,1000027.5972999997,10.0,1629286.0972999996,NoTrade
2021-10-25 13:20:00,63062.45,108.54739,62826.836,63043.930725097656,62609.741149902344,1000658.2217999997,9.99,1630652.0972999996,OopenSELL
2021-10-25 13:25:00,63136.03,126.72757,62845.18,63098.634826660156,62591.724548339844,1000658.2217999997,9.99,1631387.1614999997,NoTrade
2021-10-25 13:30:00,63216.52,150.09929,62865.008,63165.20639038086,62564.80923461914,1000658.2217999997,9.99,1632191.2565999997,NoTrade
2021-10-25 13:35:00,62987.66,150.17593,62876.586,63176.93780517578,62576.23406982422,1000658.2217999997,9.99,1629904.9451999997,NoTrade
2021-10-25 13:40:00,62977.08,149.55606,62887.01,63186.12384033203,62587.89959716797,1000658.2217999997,9.99,1629799.2509999997,NoTrade
2021-10-25 13:45:00,63042.89,153.35022,62893.824,63200.524658203125,62587.123779296875,1000658.2217999997,9.99,1630456.6928999997,NoTrade
2021-10-25 13:50:00,63119.05,161.01918,62904.074,63226.1125793457,62582.0358581543,1000658.2217999997,9.99,1631217.5313,NoTrade
2021-10-25 13:55:00,63229.93,174.47617,62924.668,63273.62030029297,62575.71563720703,1000658.2217999997,9.99,1632325.2224999997,NoTrade
2021-10-25 14:00:00,63159.46,180.11012,62941.312,63301.53274536133,62581.09225463867,1000658.2217999997,9.99,1631621.2271999996,NoTrade
2021-10-25 14:05:00,63154.28,185.85202,62953.125,63324.829040527344,62581.420959472656,1000658.2217999997,9.99,1631569.4789999998,NoTrade
2021-10-25 14:10:00,63126.26,189.61913,62960.582,63339.82028198242,62581.34378051758,1000658.2217999997,9.99,1631289.5591999998,NoTrade
2021-10-25 14:15:00,63197.6,196.28635,62974.074,63366.646911621094,62581.501525878906,1000658.2217999997,9.99,1632002.2457999997,NoTrade
